Boundary Comm name,PA name,ONS code,PANO,region_name,country_name,constituency_type,Index_of_change,"""turnout""",electorate,Conv,Labv,LDv,Grnv,Brxv,SNPv,PCv,APNIv,DUPv,SDLPv,SFv,UUPv,TotOthv,MaxOthv,ADVv,AGSv,ANWPv,AONTv,ASHv,BNPv,BPIv,BSJPv,CFv,CHPv,CMEPv,CMUv,CMUKv,COMLv,CPv,CPAv,CVPv,EDv,GWLDv,HWDIv,INETv,JACv,LBTv,LIBv,LNINv,LUTNv,MKv,MRLPv,MTHRv,NEPv,PATRv,PBPv,PFPv,POSv,PPNVv,RBDv,RENv,SDPv,SEPv,SFPv,SHRPv,SLPv,SNAVv,SOCv,TCRPv,TIGv,TLWv,UGPv,UKIPv,VPPv,WEPv,WRPv,WYv,YESHv,YPPv,YRKSv,IND1v,IND2v,IND3v,IND4v,IND5v,IND6v,blank2,total_votes,majority,maj%,Win19,Second19,CON%,LAB%,LD%,GRN%,BRX%,SNP%,PC%,APNI%,DUP%,SDLP%,SF%,UUP%,Tot oths%,Max oths%
North Shropshire,Shropshire North,E14001398,513,WM,England,Borough,7.8,67.8,77052,32248,11705,5458,1719,0,0,0,0,0,0,0,0,1141,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52271,20543,39.30,Con,Lab,61.69,22.39,10.44,3.29,0.00,0.00,0.00,,,,,,2.18,2.18
South Shropshire,Shropshire South,E14001493,514,WM,England,Borough,10.8,74.9,77034,37752,9116,8869,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57736,28636,49.60,Con,Lab,65.39,15.79,15.36,3.46,0.00,0.00,0.00,,,,,,0.00,0.00
Sittingbourne and Sheppey,Sittingbourne & Sheppey,E14001474,515,SE,England,County,8.4,60.9,76818,31106,9769,2962,1043,0,0,0,0,0,0,0,0,1883,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,327,0,0,0,0,,46763,21337,45.63,Con,Lab,66.52,20.89,6.33,2.23,0.00,0.00,0.00,,,,,,4.03,2.46
Skipton and Ripon,Skipton & Ripon,E14001475,516,YH,England,County,5.8,74.0,76758,33416,10899,8634,2693,0,0,0,0,0,0,0,0,1131,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,,56773,22517,39.66,Con,Lab,58.86,19.20,15.21,4.74,0.00,0.00,0.00,,,,,,1.99,1.99
Sleaford and North Hykeham,Sleaford & North Hykeham,E14001476,517,EM,England,County,21.3,70.2,73380,34258,9578,4225,1246,0,0,0,0,0,0,0,0,2230,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,,51537,24680,47.89,Con,Lab,66.47,18.58,8.20,2.42,0.00,0.00,0.00,,,,,,4.33,3.05
Slough,Slough,E14001477,518,SE,England,Borough,10.6,60.5,75287,13443,26790,3099,948,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45560,13347,29.30,Lab,Con,29.51,58.80,6.80,2.08,2.81,0.00,0.00,,,,,,0.00,0.00
Smethwick,Smethwick,E14001478,519,WM,England,Borough,13.6,57.5,71195,12365,23339,1841,956,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40970,10974,26.79,Lab,Con,30.18,56.97,4.49,2.33,6.03,0.00,0.00,,,,,,0.00,0.00
Solihull West and Shirley,Solihull West & Shirley,E14001479,520,WM,England,Borough,38.6,71.1,70537,30558,9760,7861,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50179,20798,41.45,Con,Lab,60.90,19.45,15.67,3.99,0.00,0.00,0.00,,,,,,0.00,0.00
North Somerset,Somerset North,E14001399,521,SW,England,County,8.5,76.9,73963,30411,14227,9425,2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56864,16184,28.46,Con,Lab,53.48,25.02,16.57,4.93,0.00,0.00,0.00,,,,,,0.00,0.00
North East Somerset and Hanham,Somerset North East & Hanham,E14001394,522,SW,England,County,89.4,78.6,73113,31435,15046,8625,1370,0,0,0,0,0,0,0,0,961,489,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,,57437,16389,28.53,Con,Lab,54.73,26.20,15.02,2.39,0.00,0.00,0.00,,,,,,1.67,0.85
South Down,South Down,N05000015,523,NI,Northern Ireland,County,19.2,62.7,71772,,,,,,,,6212,8162,12240,13863,3460,1070,1070,,,,1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45007,1623,3.61,SF,SDLP,0.00,,,0.00,,,,13.80,18.13,27.20,30.80,7.69,2.38,2.38
South Holland and the Deepings,South Holland & the Deepings,E14001487,524,EM,England,County,none,64.6,76139,37338,6500,3225,1613,0,0,0,0,0,0,0,0,503,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,,49179,30838,62.71,Con,Lab,75.92,13.22,6.56,3.28,0.00,0.00,0.00,,,,,,1.02,1.02
South Ribble,South Ribble,E14001491,525,NW,England,County,30.2,68.3,72029,26348,17833,3812,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49230,8515,17.30,Con,Lab,53.52,36.22,7.74,2.51,0.00,0.00,0.00,,,,,,0.00,0.00
South Shields,South Shields,E14001492,526,NE,England,Borough,11.0,65.7,69725,11827,20192,1625,1442,6725,0,0,0,0,0,0,0,3987,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,329,0,0,0,0,,45798,8365,18.26,Lab,Con,25.82,44.09,3.55,3.15,14.68,0.00,0.00,,,,,,8.71,7.99
Southampton Itchen,Southampton Itchen,E14001499,527,SE,England,Borough,none,65.7,72150,23952,19454,2503,1040,0,0,0,0,0,0,0,0,472,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,,47421,4498,9.49,Con,Lab,50.51,41.02,5.28,2.19,0.00,0.00,0.00,,,,,,1.00,1.00
Southampton Test,Southampton Test,E14001500,528,SE,England,Borough,none,64.3,69960,16043,22256,3449,1433,1591,0,0,0,0,0,0,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,,44994,6213,13.81,Lab,Con,35.66,49.46,7.67,3.18,3.54,0.00,0.00,,,,,,0.49,0.49
Southend East and Rochford,Southend East & Rochford,E14001501,529,EE,England,County,14.3,61.6,70094,25463,13521,2775,42,0,0,0,0,0,0,0,0,1356,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,0,,43157,11942,27.67,Con,Lab,59.00,31.33,6.43,0.10,0.00,0.00,0.00,,,,,,3.14,2.29
Southend West and Leigh,Southend West & Leigh,E14001502,530,EE,England,Borough,11.7,66.9,76824,30367,14913,5449,0,0,0,0,0,0,0,0,0,692,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,118,0,0,0,0,,51421,15454,30.05,Con,Lab,59.06,29.00,10.60,0.00,0.00,0.00,0.00,,,,,,1.35,1.12
Southgate and Wood Green,Southgate & Wood Green,E14001503,531,GL,England,Borough,86.2,69.3,76034,15051,30465,5242,1294,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52712,15414,29.24,Lab,Con,28.55,57.80,9.94,2.45,1.25,0.00,0.00,,,,,,0.00,0.00
Southport,Southport,E14001504,532,NW,England,County,33.2,67.2,74168,25092,18321,6217,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49808,6771,13.59,Con,Lab,50.38,36.78,12.48,0.36,0.00,0.00,0.00,,,,,,0.00,0.00
Spelthorne,Spelthorne,E14001505,533,SE,England,Borough,none,67.9,72897,29141,10748,7499,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49510,18393,37.15,Con,Lab,58.86,21.71,15.15,4.29,0.00,0.00,0.00,,,,,,0.00,0.00
Spen Valley,Spen Valley,E14001506,534,YH,England,Borough,56.7,65.4,72169,21886,15822,2755,830,1627,0,0,0,0,0,0,0,4289,4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47209,6064,12.85,Con,Lab,46.36,33.51,5.84,1.76,3.45,0.00,0.00,,,,,,9.09,9.09
St Albans,St Albans,E14001507,535,EE,England,County,4.3,78.0,70881,21705,4878,27610,950,0,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,,55297,5905,10.68,LD,Con,39.25,8.82,49.93,1.72,0.00,0.00,0.00,,,,,,0.28,0.28
St Austell and Newquay,St Austell & Newquay,E14001508,536,SW,England,County,15.9,73.9,74585,30620,14678,5964,1690,0,0,0,0,0,0,0,0,2146,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,626,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55098,15942,28.93,Con,Lab,55.57,26.64,10.82,3.07,0.00,0.00,0.00,,,,,,3.89,2.76
St Helens North,St Helens North,E14001509,537,NW,England,County,none,62.5,76082,12661,24870,2668,1966,5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47561,12209,25.67,Lab,Con,26.62,52.29,5.61,4.13,11.35,0.00,0.00,,,,,,0.00,0.00
St Helens South and Whiston,St Helens South & Whiston,E14001510,538,NW,England,Borough,10.8,64.0,70937,9666,26386,2579,1944,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45397,16720,36.83,Lab,Con,21.29,58.12,5.68,4.28,10.62,0.00,0.00,,,,,,0.00,0.00
St Ives,St Ives,E14001511,539,SW,England,County,3.8,76.9,70107,26403,4893,21176,981,0,0,0,0,0,0,0,0,446,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53899,5227,9.70,Con,LD,48.99,9.08,39.29,1.82,0.00,0.00,0.00,,,,,,0.83,0.58
St Neots and Mid Cambridgeshire,St Neots & Mid Cambridgeshire,E14001512,540,EE,England,County,111.1,67.0,74699,25670,9414,13420,853,0,0,0,0,0,0,0,0,686,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,,50043,12250,24.48,Con,LD,51.30,18.81,26.82,1.70,0.00,0.00,0.00,,,,,,1.37,1.37
Stafford,Stafford,E14001513,541,WM,England,Borough,55.2,72.7,70537,29731,16011,3272,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51311,13720,26.74,Con,Lab,57.94,31.20,6.38,4.48,0.00,0.00,0.00,,,,,,0.00,0.00
Staffordshire Moorlands,Staffordshire Moorlands,E14001514,542,WM,England,Borough,19.9,67.3,70113,30260,12601,2898,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47209,17659,37.41,Con,Lab,64.10,26.69,6.14,3.07,0.00,0.00,0.00,,,,,,0.00,0.00
Stalybridge and Hyde,Stalybridge & Hyde,E14001515,543,NW,England,County,none,58.0,73028,16079,19025,1827,1411,3591,0,0,0,0,0,0,0,435,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42368,2946,6.95,Lab,Con,37.95,44.90,4.31,3.33,8.48,0.00,0.00,,,,,,1.03,1.03
Stevenage,Stevenage,E14001516,544,EE,England,County,none,67.8,70370,25328,16766,4132,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47683,8562,17.96,Con,Lab,53.12,35.16,8.67,3.06,0.00,0.00,0.00,,,,,,0.00,0.00
Stirling and Strathallan,Stirling & Strathallan,S14000105,545,SC,Scotland,County,9.9,75.1,77008,20254,4424,3381,942,0,28810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57811,8556,14.80,SNP,Con,35.03,7.65,5.85,1.63,0.00,49.83,0.00,,,,,,0.00,0.00
Stockport,Stockport,E14001517,546,NW,England,Borough,48.9,61.5,74769,12968,24980,3986,1635,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46017,12012,26.10,Lab,Con,28.18,54.28,8.66,3.55,5.32,0.00,0.00,,,,,,0.00,0.00
Stockton North,Stockton North,E14001518,547,NE,England,County,13.1,61.8,69779,16164,20136,1723,0,3896,0,0,0,0,0,0,0,1189,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43108,3972,9.21,Lab,Con,37.50,46.71,4.00,0.00,9.04,0.00,0.00,,,,,,2.76,2.76
Stockton West,Stockton West,E14001519,548,NE,England,County,37.3,74.2,70108,29397,17648,2316,262,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52050,11749,22.57,Con,Lab,56.48,33.91,4.45,0.50,4.66,0.00,0.00,,,,,,0.00,0.00
Stoke-on-Trent Central,Stoke-on-Trent Central,E14001520,549,WM,England,Borough,42.6,57.6,70550,19133,17418,1526,802,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40610,1715,4.22,Con,Lab,47.11,42.89,3.76,1.97,4.26,0.00,0.00,,,,,,0.00,0.00
Stoke-on-Trent North,Stoke-on-Trent North,E14001521,550,WM,England,Borough,15.5,59.9,69821,22657,14580,1383,572,2334,0,0,0,0,0,0,0,322,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,,41848,8077,19.30,Con,Lab,54.14,34.84,3.30,1.37,5.58,0.00,0.00,,,,,,0.77,0.77
Stoke-on-Trent South,Stoke-on-Trent South,E14001522,551,WM,England,Borough,57.6,67.0,69831,29255,13862,2916,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46782,15393,32.90,Con,Lab,62.53,29.63,6.23,1.60,0.00,0.00,0.00,,,,,,0.00,0.00
"Stone, Great Wyrley and Penkridge","Stone, Great Wyrley & Penkridge",E14001523,552,WM,England,Borough,108.5,66.1,70701,32010,10088,3046,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46741,21922,46.90,Con,Lab,68.48,21.58,6.52,3.42,0.00,0.00,0.00,,,,,,0.00,0.00
Stourbridge,Stourbridge,E14001524,553,WM,England,Borough,58.0,66.3,69840,28614,13481,2677,918,0,0,0,0,0,0,0,0,621,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,,46311,15133,32.68,Con,Lab,61.79,29.11,5.78,1.98,0.00,0.00,0.00,,,,,,1.34,1.34
Strangford,Strangford,N05000016,554,NI,Northern Ireland,County,21.8,56.8,70070,1341,,,717,,,,10451,16128,4002,3017,3677,501,308,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,39834,5677,14.25,DUP,All,3.37,,,1.80,,,,26.24,40.49,10.05,7.57,9.23,0.77,1.26
Stratford and Bow,Stratford & Bow,E14001525,555,GL,England,Borough,84.1,64.2,73849,6877,33368,4265,1758,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47375,26491,55.92,Lab,Con,14.52,70.43,9.00,3.71,2.34,0.00,0.00,,,,,,0.00,0.00
Stratford-on-Avon,Stratford-on-Avon,E14001526,556,WM,England,Borough,2.3,74.0,72388,32236,6074,13216,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53557,19020,35.51,Con,LD,60.19,11.34,24.68,3.79,0.00,0.00,0.00,,,,,,0.00,0.00
Streatham and Croydon North,Streatham & Croydon North,E14001527,557,GL,England,Borough,96.4,67.5,76050,9666,29704,9002,2278,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51308,20038,39.05,Lab,Con,18.84,57.89,17.55,4.44,1.28,0.00,0.00,,,,,,0.00,0.00
Stretford and Urmston,Stretford & Urmston,E14001528,558,NW,England,Borough,none,68.4,73212,13778,30195,2969,1357,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50067,16417,32.79,Lab,Con,27.52,60.31,5.93,2.71,3.53,0.00,0.00,,,,,,0.00,0.00
Stroud,Stroud,E14001529,559,SW,England,County,22.4,79.6,76249,27733,25266,1356,4857,909,0,0,0,0,0,0,0,567,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60688,2467,4.07,Con,Lab,45.70,41.63,2.23,8.00,1.50,0.00,0.00,,,,,,0.93,0.93
Central Suffolk and North Ipswich,Suffolk Central & North Ipswich,E14001156,560,EE,England,County,27.8,71.0,71020,31222,11009,5365,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"50,412","20,213",40.10,Con,Lab,61.9337,21.84,10.64,5.59,0.00,0.00,0.00,,,,,,0.00,0.00
Suffolk Coastal,Suffolk Coastal,E14001530,561,EE,England,County,9.7,72.1,72663,29558,11203,7921,2308,0,0,0,0,0,0,0,0,1375,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,0,0,0,0,0,,52365,18355,35.05,Con,Lab,56.45,21.39,15.13,4.41,0.00,0.00,0.00,,,,,,2.63,2.63
South Suffolk,Suffolk South,E14001494,562,EE,England,County,4.6,70.5,71070,31094,9621,6360,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50106,21473,42.86,Con,Lab,62.06,19.20,12.69,6.05,0.00,0.00,0.00,,,,,,0.00,0.00
West Suffolk,Suffolk West,E14001578,563,EE,England,County,17.1,64.7,76243,31738,10941,4462,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49340,20797,42.15,Con,Lab,64.33,22.17,9.04,4.46,0.00,0.00,0.00,,,,,,0.00,0.00
Sunderland Central,Sunderland Central,E14001531,564,NE,England,Borough,none,59.8,72688,15372,18336,3025,1212,5047,0,0,0,0,0,0,0,484,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,,43476,2964,6.82,Lab,Con,35.36,42.17,6.96,2.79,11.61,0.00,0.00,,,,,,1.11,1.11
