Boundary Comm name,PA name,ONS code,PANO,region_name,country_name,constituency_type,Index_of_change,"""turnout""",electorate,Conv,Labv,LDv,Grnv,Brxv,SNPv,PCv,APNIv,DUPv,SDLPv,SFv,UUPv,TotOthv,MaxOthv,ADVv,AGSv,ANWPv,AONTv,ASHv,BNPv,BPIv,BSJPv,CFv,CHPv,CMEPv,CMUv,CMUKv,COMLv,CPv,CPAv,CVPv,EDv,GWLDv,HWDIv,INETv,JACv,LBTv,LIBv,LNINv,LUTNv,MKv,MRLPv,MTHRv,NEPv,PATRv,PBPv,PFPv,POSv,PPNVv,RBDv,RENv,SDPv,SEPv,SFPv,SHRPv,SLPv,SNAVv,SOCv,TCRPv,TIGv,TLWv,UGPv,UKIPv,VPPv,WEPv,WRPv,WYv,YESHv,YPPv,YRKSv,IND1v,IND2v,IND3v,IND4v,IND5v,IND6v,blank2,total_votes,majority,maj%,Win19,Second19,CON%,LAB%,LD%,GRN%,BRX%,SNP%,PC%,APNI%,DUP%,SDLP%,SF%,UUP%,Tot oths%,Max oths%
South West Devon,Devon South West,E14001495,189,SW,England,County,12.7,74.4,75371,35102,12012,6807,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56100,23090,41.16,Con,Lab,62.57,21.41,12.13,3.88,0.00,0.00,0.00,,,,,,0.00,0.00
Dewsbury and Batley,Dewsbury & Batley,E14001196,190,YH,England,Borough,79.6,65.6,70226,13232,27241,1156,512,1565,0,0,0,0,0,0,0,2395,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46101,14009,30.39,Lab,Con,28.70,59.09,2.51,1.11,3.39,0.00,0.00,,,,,,5.20,4.65
Didcot and Wantage,Didcot & Wantage,E14001197,191,SE,England,County,23.8,73.1,74356,27045,8708,17022,370,0,0,0,0,0,0,0,0,1201,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,0,,54346,10023,18.44,Con,LD,49.76,16.02,31.32,0.68,0.00,0.00,0.00,,,,,,2.21,2.21
Doncaster Central,Doncaster Central,E14001198,192,YH,England,County,13.5,61.4,75007,16853,18124,1884,1038,7173,0,0,0,0,0,0,0,971,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,0,0,0,0,0,,46043,1271,2.76,Lab,Con,36.60,39.36,4.09,2.25,15.58,0.00,0.00,,,,,,2.11,2.11
Doncaster East and the Isle of Axholme,Doncaster East & the Isle of Axholme,E14001199,193,YH,England,County,65.2,61.4,70113,22460,12375,1912,1015,4452,0,0,0,0,0,0,0,870,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,,43084,10085,23.41,Con,Lab,52.13,28.72,4.44,2.36,10.33,0.00,0.00,,,,,,2.02,2.02
Doncaster North,Doncaster North,E14001200,194,YH,England,County,8.9,55.9,71739,13286,15356,1446,18,8151,0,0,0,0,0,0,0,1813,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,220,188,142,0,0,0,,40070,2070,5.17,Lab,Con,33.16,38.32,3.61,0.04,20.34,0.00,0.00,,,,,,4.52,2.38
Dorking and Horley,Dorking & Horley,E14001201,195,SE,England,County,67.0,77.5,70317,27883,5415,17502,2302,0,0,0,0,0,0,0,0,1393,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,536,302,91,0,0,0,,"54,495","10,381",19.05,Con,LD,51.17,9.94,32.12,4.22,0.00,0.00,0.00,,,,,,2.56,0.98
Mid Dorset and North Poole,Dorset Mid & North Poole,E14001363,196,SW,England,County,13.6,73.9,74305,32965,3982,16395,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54907,16570,30.18,Con,LD,60.04,7.25,29.86,2.85,0.00,0.00,0.00,,,,,,0.00,0.00
North Dorset,Dorset North,E14001388,197,SW,England,County,9.6,74.1,72109,34085,6379,10890,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53464,23195,43.38,Con,LD,63.75,11.93,20.37,3.95,0.00,0.00,0.00,,,,,,0.00,0.00
South Dorset,Dorset South,E14001485,198,SW,England,County,8.5,68.8,76640,31209,13062,5628,2335,0,0,0,0,0,0,0,0,485,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,,52719,18147,34.42,Con,Lab,59.20,24.78,10.68,4.43,0.00,0.00,0.00,,,,,,0.92,0.92
West Dorset,Dorset West,E14001575,199,SW,England,County,9.0,76.7,75390,31375,5414,18987,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57813,12388,21.43,Con,LD,54.27,9.36,32.84,3.52,0.00,0.00,0.00,,,,,,0.00,0.00
Dover and Deal,Dover & Deal,E14001202,200,SE,England,County,0.8,67.5,75855,29117,16696,2927,1404,0,0,0,0,0,0,0,0,1053,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,916,0,0,0,0,0,,51197,12421,24.26,Con,Lab,56.87,32.61,5.72,2.74,0.00,0.00,0.00,,,,,,2.06,1.79
Droitwich and Evesham,Droitwich & Evesham,E14001203,201,WM,England,Borough,5.6,70.9,74345,34614,8983,6340,2114,0,0,0,0,0,0,0,0,638,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52689,25631,48.65,Con,Lab,65.69,17.05,12.03,4.01,0.00,0.00,0.00,,,,,,1.21,1.21
Dudley,Dudley,E14001204,202,WM,England,Borough,15.9,59.4,71083,26668,13059,1600,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42224,13609,32.23,Con,Lab,63.16,30.93,3.79,2.12,0.00,0.00,0.00,,,,,,0.00,0.00
Dulwich and West Norwood,Dulwich & West Norwood,E14001205,203,GL,England,Borough,24.6,70.2,74314,8686,33649,503,8475,566,0,0,0,0,0,0,0,315,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,,52194,24963,47.83,Lab,Con,16.64,64.47,0.96,16.24,1.08,0.00,0.00,,,,,,0.60,0.46
Dumfries and Galloway,Dumfries & Galloway,S14000073,204,SC,Scotland,County,5.3,68.3,76863,22999,4923,3135,0,0,21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52500,1556,2.96,Con,SNP,43.81,9.38,5.97,0.00,0.00,40.84,0.00,,,,,,0.00,0.00
"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale & Tweeddale",S14000074,205,SC,Scotland,County,10.7,72.0,70738,23649,4223,3713,0,0,19311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50896,4338,8.52,Con,SNP,46.47,8.30,7.30,0.00,0.00,37.94,0.00,,,,,,0.00,0.00
Mid Dunbartonshire,Dunbartonshire Mid,S14000097,206,SC,Scotland,County,11.3,78.0,75099,9118,5520,20193,916,0,22179,0,0,0,0,0,0,626,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,221,0,0,0,0,0,,58552,1986,3.39,SNP,LD,15.57,9.43,34.49,1.56,0.00,37.88,0.00,,,,,,1.07,0.38
West Dunbartonshire,Dunbartonshire West,S14000106,207,SC,Scotland,County,3.7,66.3,70286,6606,13322,1949,867,0,23163,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,,46615,9841,21.11,SNP,Lab,14.17,28.58,4.18,1.86,0.00,49.69,0.00,,,,,,1.52,0.00
Dundee Central,Dundee Central,S14000075,208,SC,Scotland,Borough,27.7,62.0,75298,5161,11126,2586,0,1191,26347,0,0,0,0,0,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46651,15221,32.63,SNP,Lab,11.06,23.85,5.54,0.00,2.55,56.48,0.00,,,,,,0.51,0.51
Dunfermline and Dollar,Dunfermline & Dollar,S14000076,209,SC,Scotland,County,17.1,68.7,70725,10429,11463,4105,1085,1,21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48619,10073,20.72,SNP,Lab,21.45,23.58,8.44,2.23,0.00,44.30,0.00,,,,,,0.00,0.00
Dunstable and Leighton Buzzard,Dunstable & Leighton Buzzard,E14001206,210,EE,England,County,7.4,65.2,74069,28341,12955,5210,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48270,15386,31.87,Con,Lab,58.71,26.84,10.79,3.65,0.00,0.00,0.00,,,,,,0.00,0.00
North Durham,Durham North,E14001389,212,NE,England,County,9.1,65.4,73079,16457,20881,3042,1249,5106,0,0,0,0,0,0,0,1063,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,102,0,0,0,0,,47798,4424,9.26,Lab,Con,34.43,43.69,6.36,2.61,10.68,0.00,0.00,,,,,,2.22,2.01
City of Durham,"Durham, City of",E14001173,211,NE,England,County,30.7,70.4,72878,16340,20997,8686,1688,3382,0,0,0,0,0,0,0,196,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,,51289,4657,9.08,Lab,Con,31.86,40.94,16.94,3.29,6.59,0.00,0.00,,,,,,0.38,0.38
Dwyfor Meirionnydd,Dwyfor Meirionnydd,W07000096,213,WA,Wales,County,62.7,69.6,72533,13230,11541,79,0,2558,0,23110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50518,9880,19.56,PC,Con,26.19,22.85,0.16,0.00,5.06,0.00,45.75,,,,,,0.00,0.00
Ealing Central and Acton,Ealing Central & Acton,E14001207,214,GL,England,Borough,26.3,70.3,75399,13574,27707,9191,1793,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52985,14133,26.67,Lab,Con,25.62,52.29,17.35,3.38,1.36,0.00,0.00,,,,,,0.00,0.00
Ealing North,Ealing North,E14001208,215,GL,England,Borough,1.9,66.8,72985,15555,27463,4311,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,48764,11908,24.42,Lab,Con,31.90,56.32,8.84,2.94,0.00,0.00,0.00,,,,,,0.00,0.00
Ealing Southall,Ealing Southall,E14001209,216,GL,England,Borough,16.9,67.9,75085,12203,30469,4995,1928,946,0,0,0,0,0,0,0,457,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,,50998,18266,35.82,Lab,Con,23.93,59.75,9.79,3.78,1.85,0.00,0.00,,,,,,0.90,0.56
Earley and Woodley,Earley & Woodley,E14001210,217,SE,England,Borough,113.0,72.9,70083,24922,13629,11147,1134,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51110,11293,22.10,Con,Lab,48.76,26.67,21.81,2.22,0.54,0.00,0.00,,,,,,0.00,0.00
Easington,Easington,E14001211,218,NE,England,County,14.2,56.9,70043,10782,18634,1650,104,7230,0,0,0,0,0,0,0,1448,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39848,7852,19.70,Lab,Con,27.06,46.76,4.14,0.26,18.14,0.00,0.00,,,,,,3.63,3.63
East Grinstead and Uckfield,East Grinstead & Uckfield,E14001212,219,SE,England,County,124.4,79.1,72356,33462,7768,13171,2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57231,20291,35.45,Con,LD,58.47,13.57,23.01,4.94,0.00,0.00,0.00,,,,,,0.00,0.00
East Ham,East Ham,E14001213,220,GL,England,Borough,19.7,66.6,70902,6885,36748,1685,755,924,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47247,29863,63.21,Lab,Con,14.57,77.78,3.57,1.60,1.96,0.00,0.00,,,,,,0.53,0.53
East Kilbride and Strathaven,East Kilbride & Strathaven,S14000077,221,SC,Scotland,County,10.5,68.8,75161,11042,11142,3556,1074,0,24311,0,0,0,0,0,0,559,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,,51684,13169,25.48,SNP,Lab,21.36,21.56,6.88,2.08,0.00,47.04,0.00,,,,,,1.08,1.08
Eastbourne,Eastbourne,E14001219,222,SE,England,Borough,8.0,69.9,73322,24137,3560,21969,0,1408,0,0,0,0,0,0,0,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,,51259,2168,4.23,Con,LD,47.09,6.95,42.86,0.00,2.75,0.00,0.00,,,,,,0.36,0.36
Eastleigh,Eastleigh,E14001220,223,SE,England,Borough,67.9,70.8,69982,25711,5778,17070,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49572,8641,17.43,Con,LD,51.87,11.66,34.43,2.04,0.00,0.00,0.00,,,,,,0.00,0.00
Edinburgh East and Musselburgh,Edinburgh East & Musselburgh,S14000078,224,SC,Scotland,Borough,22.7,69.0,75705,7354,13791,3642,1879,0,25587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52253,11796,22.57,SNP,Lab,14.07,26.39,6.97,3.60,0.00,48.97,0.00,,,,,,0.00,0.00
Edinburgh North and Leith,Edinburgh North & Leith,S14000079,225,SC,Scotland,Borough,13.3,76.7,76770,10362,12790,7364,1920,508,25773,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58855,12983,22.06,SNP,Lab,17.61,21.73,12.51,3.26,0.86,43.79,0.00,,,,,,0.23,0.23
Edinburgh South,Edinburgh South,S14000080,226,SC,Scotland,Borough,6.7,74.7,70980,8922,24508,4344,1542,0,13713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53029,10795,20.36,Lab,SNP,16.82,46.22,8.19,2.91,0.00,25.86,0.00,,,,,,0.00,0.00
Edinburgh South West,Edinburgh South West,S14000081,227,SC,Scotland,Borough,none,71.1,73315,12848,7478,4971,1265,625,24830,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,52131,11982,22.98,SNP,Con,24.65,14.34,9.54,2.43,1.20,47.63,0.00,,,,,,0.22,0.22
Edinburgh West,Edinburgh West,S14000082,228,SC,Scotland,Borough,14.7,71.7,76723,9922,4787,21037,1079,50,18149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55024,2888,5.25,LD,SNP,18.03,8.70,38.23,1.96,0.09,32.98,0.00,,,,,,0.00,0.00
Edmonton and Winchmore Hill,Edmonton & Winchmore Hill,E14001221,229,GL,England,Borough,49.0,64.2,75204,15008,28075,3249,994,846,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,,"48,247","13,067",27.08,Lab,Con,31.11,58.19,6.73,2.06,1.75,0.00,0.00,,,,,,0.16,0.16
Ellesmere Port and Bromborough,Ellesmere Port & Bromborough,E14001222,230,NW,England,Borough,64.9,63.7,71027,12234,26811,3355,859,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45216,14577,32.24,Lab,Con,27.06,59.30,7.42,1.90,4.33,0.00,0.00,,,,,,0.00,0.00
Eltham and Chislehurst,Eltham & Chislehurst,E14001223,231,GL,England,Borough,43.9,68.9,74179,23936,20492,3826,1516,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51087,3444,6.74,Con,Lab,46.85,40.11,7.49,2.97,2.58,0.00,0.00,,,,,,0.00,0.00
Ely and East Cambridgeshire,Ely & East Cambridgeshire,E14001224,232,EE,England,County,54.2,71.4,76279,29385,7825,15936,310,0,0,0,0,0,0,0,0,1009,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,,54465,13449,24.69,Con,LD,53.95,14.37,29.26,0.57,0.00,0.00,0.00,,,,,,1.85,1.85
Enfield North,Enfield North,E14001225,233,GL,England,Borough,20.1,66.1,76824,18250,27103,3319,1228,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50808,8853,17.42,Lab,Con,35.92,53.34,6.53,2.42,1.79,0.00,0.00,,,,,,0.00,0.00
Epping Forest,Epping Forest,E14001226,234,EE,England,County,none,67.4,74553,32364,10191,5387,1975,0,0,0,0,0,0,0,0,351,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,,50268,22173,44.11,Con,Lab,64.38,20.27,10.72,3.93,0.00,0.00,0.00,,,,,,0.70,0.36
Epsom and Ewell,Epsom & Ewell,E14001227,235,SE,England,Borough,25.7,74.7,76844,30752,9653,13896,1896,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,,57397,16856,29.37,Con,LD,53.58,16.82,24.21,3.30,0.00,0.00,0.00,,,,,,2.09,2.09
Erewash,Erewash,E14001228,236,EM,England,County,none,67.8,71986,27560,16954,2487,1115,0,0,0,0,0,0,0,0,698,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,188,388,0,0,0,,48814,10606,21.73,Con,Lab,56.46,34.73,5.09,2.28,0.00,0.00,0.00,,,,,,1.43,0.79
Erith and Thamesmead,Erith & Thamesmead,E14001229,237,GL,England,Borough,47.5,56.2,76728,12153,25141,2119,1226,2174,0,0,0,0,0,0,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43085,12988,30.15,Lab,Con,28.21,58.35,4.92,2.85,5.05,0.00,0.00,,,,,,0.63,0.63
Esher and Walton,Esher & Walton,E14001230,238,SE,England,Borough,22.0,76.7,73280,27819,2698,24804,132,0,0,0,0,0,0,0,0,725,347,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,,56178,3015,5.37,Con,LD,49.52,4.80,44.15,0.23,0.00,0.00,0.00,,,,,,1.29,0.62
North West Essex,Essex North West,E14001402,239,EE,England,County,11.9,72.5,76280,34105,7616,10878,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55277,23227,42.02,Con,LD,61.70,13.78,19.68,4.84,0.00,0.00,0.00,,,,,,0.00,0.00
